text,weather_intent,action,aggregation,location,time
Message me the humidty in Ghusrum this week,HUMIDITY,ALERT,RAW,"[""Ghusrum""]","[""this week""]"
Tell me when soil heat level coanges Dumaplakhal rn,SOIL_TEMPERATURE,ALERT,RAW,"[""Dumaplakhal""]","[""rn""]"
wara pohwindian ka soil heat levvel during the sowing week,SOIL_TEMPERATURE,GET,RAW,"[""wara pohwindian""]","[""sowing week""]"
plz compare the cloud perrceentage here with kanda lostu tomorrow morning,CLOUD_COVER,COMPARE,RAW,"[""here"", ""kanda lostu""]","[""tomorrow morning""]"
Compare rainfall in Hyderabad and Chennai tomorrow,RAIN,COMPARE,RAW,"[""Hyderabad"", ""Chennai""]","[""tomorrow""]"
"Wind rate dtails for Thakurdi, Puruliya tmrw",WIND_SPEED,GET,RAW,"[""Thakurdi, Puruliya""]","[""tmrw""]"
remindre for wind velocity panyara khera for next 7 days,WIND_SPEED,ALERT,RAW,"[""panyara khera""]","[""next 7 days""]"
Compare the humdity in our village with Kailashpura on Friday sir,HUMIDITY,COMPARE,RAW,"[""our village"", ""Kailashpura""]","[""Friday""]"
Alert me if it rains in Himachal Pradesh tomorrow evening??,RAIN,ALERT,RAW,"[""Himachal Pradesh""]","[""tomorrow evening""]"
is any cloud cover percentage advisory issued?,CLOUD_COVER,ALERT,RAW,[],[]
can you tell me the overnight temperature in jujuy right now?,TEMPERATURE_MIN,GET,RAW,"[""jujuy""]","[""right now""]"
"Dew tempirature in Karur, Punjab India and Achharaund Uttarpradesh tommorow",DEW_POINT,COMPARE,RAW,"[""Karur"", ""Punjab India"", ""Achharaund Uttarpradesh""]","[""tommorow""]"
Can you keep an eye on the soil tempreture in Singadeevanahalli next weekend,SOIL_TEMPERATURE,ALERT,RAW,"[""Singadeevanahalli""]","[""next weekend""]"
"Whts actual temperatre in Chhirhati, Sohagpur, Shahdol, Madhya Pradesh early morning",TEMPERATURE,GET,RAW,"[""Chhirhati, Sohagpur, Shahdol, Madhya Pradesh""]","[""early morning""]"
Is any dhoop advisory issued by 2 AM?,SUNSHINE,ALERT,RAW,[],"[""2 AM""]"
"Jharkhand, India veruss Hasenpur dewpoitn temperature tomorrow quickly",DEW_POINT,COMPARE,RAW,"[""Jharkhand, India"", ""Hasenpur""]","[""tomorrow""]"
What is the current temp in Chak Daulat by 4 am,TEMPERATURE,GET,RAW,"[""Chak Daulat""]","[""4 am""]"
is there any direction of the wind warning at my location aroud 1 am??,WIND_DIRECTION,ALERT,RAW,"[""my location""]","[""1 am""]"
How much sunshine will Hyderabad get tomorrow?,SUNSHINE,GET,RAW,"[""Hyderabad""]","[""tomorrow""]"
"hw is degres in mamsha patti, burhanpur at 9:30 am",TEMPERATURE,GET,RAW,"[""mamsha patti, burhanpur""]","[""9:30 am""]"
Total grund temperature in Budhahkamana on Wednesday,SOIL_TEMPERATURE,GET,SUM,"[""Budhahkamana""]","[""Wednesday""]"
Is there any heavy rain warning in this area by 10 am,RAIN,ALERT,RAW,"[""this area""]","[""10 am""]"
Want alert for tempreture in Nilapalli on Saturday,TEMPERATURE,ALERT,RAW,"[""Nilapalli""]","[""Saturday""]"
Set an alert for solar exposure in our village by 12:05 PM,SUNSHINE,ALERT,RAW,"[""our village""]","[""12:05 PM""]"
Keep me posted on the coldest in Nrupur Mubarakpur,TEMPERATURE_MIN,ALERT,RAW,"[""Nrupur Mubarakpur""]",[]
How does the outside weahter in my field compare with Habrubari?,CURRENT_CONDITIONS,COMPARE,RAW,"[""my field"", ""Habrubari""]",[]
tell me if anyhing happens with the maximum in malhawani,TEMPERATURE_MAX,ALERT,RAW,"[""malhawani""]",[]
"We miht go to Burundi or Chihli by 2 am, how does the wnd direction compare?",WIND_DIRECTION,COMPARE,RAW,"[""Burundi"", ""Chihli""]","[""2 am""]"
is thee any os bindu warning next month?,DEW_POINT,ALERT,RAW,[],"[""next month""]"
"put the dewpoint temperature around my area against awadah khas, lalganj tomorrow evening",DEW_POINT,COMPARE,RAW,"[""my area"", ""awadah khas, lalganj""]","[""tomorrow evening""]"
urgent when is the tempreture lowets in thirumalayappalem on wednesday?,TEMPERATURE,GET,MIN,"[""thirumalayappalem""]","[""wednesday""]"
What's the weater like rn,CURRENT_CONDITIONS,GET,RAW,[],"[""rn""]"
Whats the cloud coverage like over in Bhadvan tomorrow morning asap,CLOUD_COVER,GET,RAW,"[""Bhadvan""]","[""tomorrow morning""]"
Highest moisture at 40cm in Niyamoopur by midnight,SOIL_MOISTURE,GET,MAX,"[""Niyamoopur""]","[""midnight""]"
I want to know if the sky covr in Bapal is fine this evening??,CLOUD_COVER,GET,RAW,"[""Bapal""]","[""this evening""]"
Alert me if it rains in Rajahmundry tonight,RAIN,ALERT,RAW,"[""Rajahmundry""]","[""tonight""]"
"I am deciding between Manipur Signha, Sabar Kantha tonight - which has better hawa ki disha?",WIND_DIRECTION,COMPARE,RAW,"[""Manipur"", ""Signha, Sabar Kantha""]","[""tonight""]"
Put the weekly weather of Pub Bndar Mela against Sivarampuram this afternoon,FORECAST,COMPARE,RAW,"[""Pub Bndar Mela"", ""Sivarampuram""]","[""this afternoon""]"
Notify me about the deewpoint temperature last week,DEW_POINT,ALERT,RAW,[],"[""last week""]"
"Wahts the moisture in the soil looking like in Araji Maphi Soana, Jakhania?",SOIL_MOISTURE,GET,RAW,"[""Araji Maphi Soana, Jakhania""]",[]
"Hottest Pakaria Kallan, Chatra from 5:16 AM to 9 pm",TEMPERATURE_MAX,GET,RAW,"[""Pakaria Kallan, Chatra""]","[""5:16 AM to 9 pm""]"
Flag the rain prboability for the next 3 days,RAIN,ALERT,RAW,[],"[""next 3 days""]"
tell me the weatther prediction for alagdiha tmrw,FORECAST,GET,RAW,"[""alagdiha""]","[""tmrw""]"
any idea about the future weathre from 7:02 am to 10 pm?,FORECAST,GET,RAW,[],"[""7:02 am to 10 pm""]"
I want to be told if the soil wetness level turns bad in Nangla at 5 PM,SOIL_MOISTURE,ALERT,RAW,"[""Nangla""]","[""5 PM""]"
"contrasst the soil temperature at 10cm near by with kinaidih, raghunathpur, puruliya last week",SOIL_TEMPERATURE,COMPARE,RAW,"[""near by"", ""kinaidih, raghunathpur, puruliya""]","[""last week""]"
relative moisture alert begti kalan yesterday,HUMIDITY,ALERT,RAW,"[""begti kalan""]","[""yesterday""]"
When is the mosture in the air highset in Cuttack in 90 minutes??,HUMIDITY,GET,MAX,"[""Cuttack""]","[""90 minutes""]"
put the wind speeed areund here against naysatra on friday,WIND_SPEED,COMPARE,RAW,"[""here"", ""naysatra""]","[""friday""]"
"Put the weather of Karhal, Uttarpradesh agianst Jummahal Pt Ii",CURRENT_CONDITIONS,COMPARE,RAW,"[""Karhal, Uttarpradesh"", ""Jummahal Pt Ii""]",[]
Show me the codset for Tola Khuranda and Repalle later today,TEMPERATURE_MIN,COMPARE,RAW,"[""Tola Khuranda"", ""Repalle""]","[""later today""]"
waech the tempature for me in gokalyawala on monday,TEMPERATURE,ALERT,RAW,"[""gokalyawala""]","[""monday""]"
"Total current conditions in Bandhdih, Dumka",CURRENT_CONDITIONS,GET,SUM,"[""Bandhdih, Dumka""]",[]
Is there any overnight temperature warnning at my locaion at 7:15 PM?,TEMPERATURE_MIN,ALERT,RAW,"[""my locaion""]","[""7:15 PM""]"
"can you keep an eye on the soil temrature in bargaon, subarnapur 90 minutes?",SOIL_TEMPERATURE,ALERT,RAW,"[""bargaon, subarnapur""]","[""90 minutes""]"
Sum hawa ki raftra in Itapua at 9:15 am,WIND_SPEED,GET,SUM,"[""Itapua""]","[""9:15 am""]"
i want to be told if the min temp taons bad in nowgong 2day,TEMPERATURE_MIN,ALERT,RAW,"[""nowgong""]","[""2day""]"
Set an aletr for climate right now in Nurpur Mubarakpur around 3:30 pm,CURRENT_CONDITIONS,ALERT,RAW,"[""Nurpur Mubarakpur""]","[""3:30 pm""]"
"I want to be told if the wnd direction turns bad in Janegaon, Kej",WIND_DIRECTION,ALERT,RAW,"[""Janegaon, Kej""]",[]
I want know if the codlest in Sahpur is fine later today,TEMPERATURE_MIN,GET,RAW,"[""Sahpur""]","[""later today""]"
reminder for dewpoint teperature phalodi jodhpur rajasthan for the next 7 days,DEW_POINT,ALERT,RAW,"[""phalodi jodhpur rajasthan""]","[""next 7 days""]"
Watch the weather update for me in Salasi last week,CURRENT_CONDITIONS,ALERT,RAW,"[""Salasi""]","[""last week""]"
"By midnight prcipitation figrues Sorahiya, Nanpara, Bahraich",RAIN,GET,RAW,"[""Sorahiya, Nanpara, Bahraich""]","[""midnight""]"
plz Flag the bright sunshine in this area,SUNSHINE,ALERT,RAW,"[""this area""]",[]
"contrast the coldest in my village with syaat, uttarakhand around 3:34 am",TEMPERATURE_MIN,COMPARE,RAW,"[""my village"", ""syaat, uttarakhand""]","[""3:34 am""]"
"compare the coldest tmeperature in purawas khurd, gaura bihar and koara this weekend",TEMPERATURE_MIN,COMPARE,RAW,"[""purawas khurd"", ""gaura bihar"", ""koara""]","[""this weekend""]"
"Tell me if anything happens with the forcast in Indloor, Nalgonda next weekend",FORECAST,ALERT,RAW,"[""Indloor, Nalgonda""]","[""next weekend""]"
Send alert coldest in Panposh day after tomorow,TEMPERATURE_MIN,ALERT,RAW,"[""Panposh""]","[""day after tomorow""]"
"I want to be told if the wind seed forecast turns bad in Nangla, Bankura",WIND_SPEED,ALERT,RAW,"[""Nangla, Bankura""]",[]
when is the humididty lowest in bajampur?,HUMIDITY,GET,MIN,"[""bajampur""]",[]
"Which is better for soil tempreture, Raibeareli or Dadari, Jaunpur?",SOIL_TEMPERATURE,COMPARE,RAW,"[""Raibeareli"", ""Dadari, Jaunpur""]",[]
"Compare the soil temperature in Angara Kalan, Chatra, Jharkhand, Madarpur Haridwar and Nranda day after tomorow",SOIL_TEMPERATURE,COMPARE,RAW,"[""Angara Kalan, Chatra, Jharkhand"", ""Madarpur Haridwar"", ""Nranda""]","[""day after tomorow""]"
Put the sunshine hours in my village against Duvvada tmrw,SUNSHINE,COMPARE,RAW,"[""my village"", ""Duvvada""]","[""tmrw""]"
remind me to check the highest temp in chahtisgarh for the next 3 days,TEMPERATURE_MAX,ALERT,RAW,"[""chahtisgarh""]","[""next 3 days""]"
Any idea about the tempreture in Chhatisgarh this morning?,TEMPERATURE,GET,RAW,"[""Chhatisgarh""]","[""this morning""]"
"For Belgachhia and Bilarua, Bhatpar Rani, Deoria both, what is the cuoundess day after tomorow",CLOUD_COVER,COMPARE,RAW,"[""Belgachhia"", ""Bilarua, Bhatpar Rani, Deoria""]","[""day after tomorow""]"
whats the weather for next days like over in shohrok this morning?,FORECAST,GET,RAW,"[""shohrok""]","[""this morning""]"
"Next month, what the downpour around here?",RAIN,GET,RAW,"[""here""]","[""Next month""]"
"Can you keep an eye on the how hot in Tiruvengadam, Tenkasi arund 1 AM?",TEMPERATURE,ALERT,RAW,"[""Tiruvengadam, Tenkasi""]","[""1 AM""]"
"Mean overnight temperature for Kolhapur, Maharashtra on Sunday",TEMPERATURE_MIN,GET,AVG,"[""Kolhapur, Maharashtra""]","[""Sunday""]"
"is the wind coms from in bagankheda, kannod differeut 10:30 pm and 4:30 am?",WIND_DIRECTION,COMPARE,RAW,"[""bagankheda, kannod""]","[""10:30 pm"", ""4:30 am""]"
Set an alert for cloud amount,CLOUD_COVER,ALERT,RAW,[],[]
Reminder feels like temperature Kadime 2day,TEMPERATURE,ALERT,RAW,"[""Kadime""]","[""2day""]"
Notify me aout the coldest temperature in Jetpura Agar Mawa by 1:48 PM,TEMPERATURE_MIN,ALERT,RAW,"[""Jetpura Agar Mawa""]","[""1:48 PM""]"
is there any gusts warning near me?,WIND_SPEED,ALERT,RAW,"[""near me""]",[]
Uttar Phulbari and Taiwan mooisture in field tomorrow evening,SOIL_MOISTURE,COMPARE,RAW,"[""Uttar Phulbari"", ""Taiwan""]","[""tomorrow evening""]"
"I am deciding between Krsangadh, Surendranagar and Jammu And Kashmir tonight - which has better hawa ki dissha?",WIND_DIRECTION,COMPARE,RAW,"[""Krsangadh, Surendranagar"", ""Jammu And Kashmir""]","[""tonight""]"
Mean nami for Sura Sultanpura Panch Mahals,HUMIDITY,GET,AVG,"[""Sura Sultanpura Panch Mahals""]",[]
"Pls tell me the wind gusts Ghiwari, Maharashtra this weekend",WIND_SPEED,GET,RAW,"[""Ghiwari, Maharashtra""]","[""this weekend""]"
"Contrast the wind force in Coimbatore, Tamil Nadu with Unchgaon, Jaunpur at 1:45 AM",WIND_SPEED,COMPARE,RAW,"[""Coimbatore, Tamil Nadu"", ""Unchgaon, Jaunpur""]","[""1:45 AM""]"
Which directioon is the wind blowing in Adusumalle by 2 AM??,WIND_DIRECTION,GET,RAW,"[""Adusumalle""]","[""2 AM""]"
Check sunny Yavl Maharashtra tomorrow morning,SUNSHINE,GET,RAW,"[""Yavl Maharashtra""]","[""tomorrow morning""]"
Set an alert for moisture at 40cm in Matihania Khurd aound 4:15 PM,SOIL_MOISTURE,ALERT,RAW,"[""Matihania Khurd""]","[""4:15 PM""]"
conrist the rain amount in my farm with tambwa bid maharashtra,RAIN,COMPARE,RAW,"[""my farm"", ""tambwa bid maharashtra""]",[]
Is it nice outside in Paris right now?,CURRENT_CONDITIONS,GET,RAW,"[""Paris""]","[""right now""]"
Average how windy in Bhamni Kalan Shahdol,WIND_SPEED,GET,AVG,"[""Bhamni Kalan Shahdol""]",[]
notify me about the minimum temprature 2nite,TEMPERATURE_MIN,ALERT,RAW,[],"[""2nite""]"
compare the clouds in my vilage with tilikara next weekend?,CLOUD_COVER,COMPARE,RAW,"[""my vilage"", ""tilikara""]","[""next weekend""]"
malhipur vrsse jhunjhunun wnd direction quickly,WIND_DIRECTION,COMPARE,RAW,"[""malhipur"", ""jhunjhunun""]",[]
"Tonight, what is the maimum nearby?",TEMPERATURE_MAX,GET,RAW,"[""nearby""]","[""Tonight""]"
", compare the lowest tempearure in Gurudayalpur F.v. and Pannyara Khera",TEMPERATURE_MIN,COMPARE,RAW,"[""Gurudayalpur F.v."", ""Pannyara Khera""]",[]
"avg tempreture angara kalan, chatra, jharkhand last week",TEMPERATURE,GET,AVG,"[""angara kalan, chatra, jharkhand""]","[""last week""]"
let me know if the cliate right now changes canada on monday,CURRENT_CONDITIONS,ALERT,RAW,"[""canada""]","[""monday""]"
Whats the wind gusts like over in Assam early morning,WIND_SPEED,GET,RAW,"[""Assam""]","[""early morning""]"
turnal dewpoint temperature 8:30 am vs 82 minutes,DEW_POINT,COMPARE,RAW,"[""turnal""]","[""8:30 am"", ""82 minutes""]"
"Comprae low temp in Tarf Tajwal Jammu And Kasheir vs Mississippi, United States by 4:45 AM",TEMPERATURE_MIN,COMPARE,RAW,"[""Tarf Tajwal Jammu And Kasheir"", ""Mississippi, United States""]","[""4:45 AM""]"
Let me know if the weather for next days changes in Chhailai Jagur Ashoknagar this weekend,FORECAST,ALERT,RAW,"[""Chhailai Jagur Ashoknagar""]","[""this weekend""]"
how is the moistue in field changing firozpur by 1 pm?,SOIL_MOISTURE,GET,TREND,"[""firozpur""]","[""1 pm""]"
chatarala ka weather prediction,FORECAST,GET,RAW,"[""chatarala""]",[]
put a reminder for wind directon in chhailai jagir tmrw,WIND_DIRECTION,ALERT,RAW,"[""chhailai jagir""]","[""tmrw""]"
I want to know if the vaaana in Ladi Angan is fine 2day,RAIN,GET,RAW,"[""Ladi Angan""]","[""2day""]"
plz Can you keep an eye on the soil heat in Kawadipalle 2day,SOIL_TEMPERATURE,ALERT,RAW,"[""Kawadipalle""]","[""2day""]"
How does the mittti ka taapmaan in Achharaund Uttarpradesh right now compore to 2nite?,SOIL_TEMPERATURE,COMPARE,RAW,"[""Achharaund Uttarpradesh""]","[""right now"", ""2nite""]"
"kindly Highest temperature today in Purnia, Bihar on Tuesday",TEMPERATURE_MAX,GET,RAW,"[""Purnia, Bihar""]","[""Tuesday""]"
Ping me about the thunderstorm rn,RAIN,ALERT,RAW,[],"[""rn""]"
Warn abut the dew temperature around here at 9:30 am,DEW_POINT,ALERT,RAW,"[""here""]","[""9:30 am""]"
Flag the dew paint for Dadari tomorow,DEW_POINT,ALERT,RAW,"[""Dadari""]","[""tomorow""]"
"What's the dew in Pathar, Wardha by midnight?",DEW_POINT,GET,RAW,"[""Pathar, Wardha""]","[""midnight""]"
Compare the soil moisture at 10 m in my farm with Jobal Busudih this afternoon,SOIL_MOISTURE,COMPARE,RAW,"[""my farm"", ""Jobal Busudih""]","[""this afternoon""]"
"Hisale, Dhule ground temperatre 9:45 pm vs 7 pm",SOIL_TEMPERATURE,COMPARE,RAW,"[""Hisale, Dhule""]","[""9:45 pm"", ""7 pm""]"
"give min temp sankar saraiya, motihari day after tomorrow",TEMPERATURE_MIN,GET,RAW,"[""sankar saraiya, motihari""]","[""day after tomorrow""]"
Show me the dew point for Sadar and Minache Kh. yesterday,DEW_POINT,COMPARE,RAW,"[""Sadar"", ""Minache Kh.""]","[""yesterday""]"
"Next week breeze figures for Khonhanpur, Azamgarh",WIND_SPEED,GET,RAW,"[""Khonhanpur, Azamgarh""]","[""Next week""]"
warrrn me about mitti ki nami in peeploond sir,SOIL_MOISTURE,ALERT,RAW,"[""peeploond""]",[]
"wihch one should i pick highest temperature this weekend, kattangudi or mahuwan?",TEMPERATURE_MAX,COMPARE,RAW,"[""kattangudi"", ""mahuwan""]","[""this weekend""]"
Soil moisture at 40 m of Chikhai please arond 3:34 am,SOIL_MOISTURE,GET,RAW,"[""Chikhai""]","[""3:34 am""]"
"Cldest temperature Nagapattinam, Tamil Nadu pls",TEMPERATURE_MIN,GET,RAW,"[""Nagapattinam, Tamil Nadu""]",[]
Solar exposure alert Bhaluhi tomorrow morning,SUNSHINE,ALERT,RAW,"[""Bhaluhi""]","[""tomorrow morning""]"
How does the moisture in the air nearby comaer with Neurhawa tommorow?,HUMIDITY,COMPARE,RAW,"[""nearby"", ""Neurhawa""]","[""tommorow""]"
any idea about the coldest temperature nxt week?,TEMPERATURE_MIN,GET,RAW,[],"[""nxt week""]"
is kalyan or rahmatpur the safer bet for briuht sunshine now,SUNSHINE,COMPARE,RAW,"[""kalyan"", ""rahmatpur""]","[""now""]"
"Probablitiy of rain in Khonkar, Binodpur and Sandongri",RAIN,COMPARE,RAW,"[""Khonkar"", ""Binodpur"", ""Sandongri""]",[]
do you think ground moisture in tambwa will be ok by midnight?,SOIL_MOISTURE,GET,RAW,"[""tambwa""]","[""midnight""]"
"Tell me if anything happens with the weather update in Powa, Campierganj at 5 PM",CURRENT_CONDITIONS,ALERT,RAW,"[""Powa, Campierganj""]","[""5 PM""]"
can you check whether ganga param will be coolr than bangaliyou for max tempreture on friday?,TEMPERATURE_MAX,COMPARE,RAW,"[""ganga param"", ""bangaliyou""]","[""friday""]"
"where is the dew temperature greatre, gomundi or gundlakarthi?",DEW_POINT,COMPARE,RAW,"[""gomundi"", ""gundlakarthi""]",[]
peak solar radiition in lakhnadon yesterday,SUNSHINE,GET,MAX,"[""lakhnadon""]","[""yesterday""]"
"tonight, what is the soil wetness level in patandadar urgent",SOIL_MOISTURE,GET,RAW,"[""patandadar""]","[""tonight""]"
Notify me the soil tempreture this morning,SOIL_TEMPERATURE,ALERT,RAW,[],"[""this morning""]"
overall maximum temprature in umri for the next 7 days,TEMPERATURE_MAX,GET,SUM,"[""umri""]","[""next 7 days""]"
"Kindly share the sunshine for Pub Bandar Mela, Lankka Circle tomorrow night",SUNSHINE,GET,RAW,"[""Pub Bandar Mela, Lankka Circle""]","[""tomorrow night""]"
Ping me about the mitti ki nami in Jammu And Kashmir India by 2 am,SOIL_MOISTURE,ALERT,RAW,"[""Jammu And Kashmir India""]","[""2 am""]"
tell me if anything happens with the dew point temperature in rukhi at 3 am,DEW_POINT,ALERT,RAW,"[""rukhi""]","[""3 am""]"
How does the preictions in my village compae with West Goddavari Andhra Pradesh by 10:30 pm?,FORECAST,COMPARE,RAW,"[""my village"", ""West Goddavari Andhra Pradesh""]","[""10:30 pm""]"
Contrast the ground heat in Karhal with Jigsana Tal today,SOIL_TEMPERATURE,COMPARE,RAW,"[""Karhal"", ""Jigsana Tal""]","[""today""]"
By 4:30 AM maximum fgures at my place,TEMPERATURE_MAX,GET,RAW,"[""my place""]","[""4:30 AM""]"
Watch the long ronge forecast for me in Inglish Timapur now,FORECAST,ALERT,RAW,"[""Inglish Timapur""]","[""now""]"
When does the wind comes from rise in Adduruvalasa?,WIND_DIRECTION,GET,TREND,"[""Adduruvalasa""]",[]
"Can you keep an eye on the soil heat level in Bedarshirgur, Uttara Kannada?",SOIL_TEMPERATURE,ALERT,RAW,"[""Bedarshirgur, Uttara Kannada""]",[]
want alert for bright sunshnie in rempi at 2 pm,SUNSHINE,ALERT,RAW,"[""rempi""]","[""2 pm""]"
Alrt me if soil moisture at 40 m changes in Nowgong at 11:30 AM,SOIL_MOISTURE,ALERT,RAW,"[""Nowgong""]","[""11:30 AM""]"
whats the soil wetness like over in marhari this evening??,SOIL_MOISTURE,GET,RAW,"[""marhari""]","[""this evening""]"
"Hey, can you check maximum for Rasunchak",TEMPERATURE_MAX,GET,RAW,"[""Rasunchak""]",[]
Ping me abuot the os bindu in my vilage now,DEW_POINT,ALERT,RAW,"[""my vilage""]","[""now""]"
"the cnoditions right now in Patti Khurd, Uttarpradesh different sowing week and rn?",CURRENT_CONDITIONS,COMPARE,RAW,"[""Patti Khurd, Uttarpradesh""]","[""sowing week"", ""rn""]"
Send me an alert if the temprature is unusual in Daramli kindly,TEMPERATURE,ALERT,RAW,"[""Daramli""]",[]
"Let me know if the how hot changes in Konardihi, Paschim Barddhaman for the next 3 days",TEMPERATURE,ALERT,RAW,"[""Konardihi, Paschim Barddhaman""]","[""next 3 days""]"
